ExcavatorID,Date,Notes,Project,GridNumber,PitNumb,GridCoord,Point1,Point2,Point3,BD1Ft,BD1In,BD2Ft,BD2In,BD3Ft,BD3In,BDOrient,N1,N2,N3,Norient,W1,W2,W3,Worient,FieldID
SVG,08/29/2004,,RLP,1930A,91,H-10,,,,14,5.25,,,,,,30.75,31.75,,,2.25,3,,,Plant
SVG,08/29/2004,,RLP,1930A,91,H-10,,,,14,5.5,,,,,,28.75,29.25,,,2.5,2.75,,,Plant
SVG,08/29/2004,,RLP,1930A,91,H-10,,,,14,5.75,,,,,,25.25,,,,2.25,,,,Mystery tooth or claw.
KEV,08/29/2004,"Here @ 8am w/SG.",,,,,,,,,,,,,,,,,,,,,,,
KEV,08/29/2004,"Susan Streaser here @ 9:00am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,08/29/2004,"SS in I-8; RC in H-11.",,,,,,,,,,,,,,,,,,,,,,,
KEV,08/29/2004,,RLP,1948A,91,I-8,,,,14,2.25,14,5.25,,,,27.5,28.75,,,9.75,10.75,,,C. dirus caudal
KEV,08/29/2004,,RLP,1948A,91,I-8,,,,14,8,14,8.75,,,P to A,29,29.75,,,7,7.75,,,Smilodon phalanx
KEV,08/29/2004,,RLP,1948A,91,I-8,,,,14,9.5,13,9.75,,,,28,28.75,,,2.5,2.75,,,Bone frag
KEV,08/29/2004,,RLP,1948A,91,I-8,,,,14,4.25,14,5,,,P to A,30.25,31.5,,,10.5,11,,,C. dirus phalanx
KEV,08/29/2004,,RLP,2048A,91,I-8,,,,14,8.25,,,,,,35,35.25,,,1.75,,,,Aves terminal phalanx
KEV,08/29/2004,,RLP,1948A,91,I-8,,,,14,5,14,6,,,,27.25,28,,,4.5,6.5,,,C. dirus caudal
KEV,08/29/2004,,RLP,1948A,91,I-8,,,,14,8,14,8.25,,,,26.75,28,,,2.75,3.75,,,Lapis (dist end) rib
KEV,08/29/2004,,RLP,2048A,91,I-8,,,,14,7.5,13,8.5,,,,27,28.25,,,35.75,1.5,,,Bone frag (Glosso)
KEV,08/29/2004,,RLP,2047A,91,I-7,,,,14,8,14,8.75,,,,29.25,29.5,,,34,34.75,,,Bone frag
KEV,08/29/2004,,RLP,2058A,91,J-8,,,,14,10.5,14,11,,,,1.75,3,,,1.25,2,,,Broken vert from ?
KEV,08/29/2004,,RLP,2058A,91,J-8,RtPOZ,LtPOZ,PC,14,,,.25,14,10,,,.25,2.75,,,.5,2.25,,Aves vert
KEV,08/29/2004,,RLP,2058A,91,J-8,,,,14,9.5,14,9.75,,,,1,1.75,,,.75,1.5,,,Wood
KEV,08/29/2004,,RLP,2047A,91,I-7,NS,RtTP,LtTP,14,,,.25,14,8.5,,1,,1,,,.25,35,,Glossotherium cervical
KEV,08/29/2004,,RLP,1848A,91,I-8,,,,13,10,14,,,,,34,.5,,,22.75,23.75,,,Surface Bone Mass
KEV,08/29/2004,,RLP,1948A,91,I-8,,,,13,11,14,1,,,C to R,33,34.25,,,22,23,,,Smilodon molar
KEV,08/29/2004,,RLP,1948A,91,I-8,A,P,P3,13,9,13,,13,9,,34,30,32,,14,14,14.75,,C. dirus (left side) mandible frag
KEV,08/29/2004,,RLP,1848A,91,I-8,,,,14,11,13,11.5,,,,33.5,34,,,19,19.75,,,Bone frags
KEV,08/29/2004,,RLP,1858A,91,J-8,NS,AC,PC,13,,,.75,14,9.5,,,.75,.75,,,.75,13.75,,Weathered vert
KEV,08/29/2004,,RLP,1848A,91,I-8,,,,13,10.5,13,11,,,A to P,30.25,31.5,,,18.5,19,,,Smilodon phalanx
KEV,08/29/2004,,RLP,1848A,91,I-8,,,,13,10.25,13,11.25,,,,35,1,,,20,21.75,,,Bone Surface Mass
KEV,08/29/2004,"opened UP 2048 (I-8) in the NE corner in order to get the Sloth femur out.",,,,,,,,,,,,,,,,,,,,,,,
KEV,08/29/2004,"Buckets are labeled as such:",,,,,,,,,,,,,,,,,,,,,,,
KEV,08/29/2004,"2048A = Asphaltic sand",,,,,,,,,,,,,,,,,,,,,,,
KEV,08/29/2004,"2048B = Brown clay",,,,,,,,,,,,,,,,,,,,,,,
KEV,08/29/2004,,RLP,1948A,91,I-8,,,,14,,14,6,,,,30,36,,,12,18,,,dermal ossicles
KEV,08/29/2004,,RLP,2048A,91,I-8,,,,14,8.5,14,9,,,A to P,30.75,31.25,,,1,1.5,,,small phalanx
KEV,08/29/2004,,RLP,2048A,91,I-8,,,,14,10,14,10.25,,,,30,30.75,,,1.5,2,,,Wood
KEV,08/29/2004,,RLP,1948A,91,I-8,,,,14,1.25,14,2.25,,,,28.5,31,,,11,11.5,,,Rib frag
KEV,08/29/2004,,RLP,1848A,91,I-8,,,,13,8.5,13,9.25,,,,31,32.5,,,12.75,14.25,,,Surface Bone
KEV,08/29/2004,,RLP,2047A,91,I-7,,,,14,7,15,3,,,,30,35.5,,,30,32.75,,,P. harlani sternal rib
KEV,08/29/2004,,RLP,2048A,91,I-8,,,,14,9,14,9.5,,,A to P,31.25,31.75,,,2,2.5,,,phalanx
SVG,09/01/2004,,,,,,,,,,,,,,,,,,,,,,,,
SVG,09/01/2004,,RLP,1930B,91,H-10,,,,14,5.75,14,6,,,,29.5,30,,,21.25,22.5,,,Rock.
SVG,09/01/2004,"Kristen Vowels and I finished glopping pretty early Carol Genovese came at 9:00am it’s already really warm.",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/01/2004,"H-10 is at floor so I drew the floor and took pictures.",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/01/2004,"RLP 1940 floor 14 ft 6 inches",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/01/2004,"picture 4005 SVG KEV",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/01/2004,"RLP 2030B/A		91/H-10",,,,,,,,14,6,14,9,,,,16,,,,0,3,,,
SVG,09/01/2004,"Soil sample 3” cube",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/01/2004,,RLP,1930B,91,H-10,,,,14,4.25,14,6.5,,,,30.75,31,,,3.5,4,,,Plant
SVG,09/01/2004,"*This picture was labeled incorrectly like the data it should be 1930.",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/01/2004,,RLP,1930A,91,H-10,,,,14,4.5,14,6.25,,,,30.25,31,,,0,2.5,,,Bone Fragment
SVG,09/01/2004,,RLP,1930A,91,H-10,,,,14,5.5,14,6.5,,,,32,33,,,0,2,,,Bone Fragment
SVG,09/01/2004,,RLP,2030A,91,H-10,,,,14,6.5,14,7.25,,,,9.25,10.25,,,11,12,,,Rock
SVG,09/01/2004,,RLP,1930A,91,H-10,,,,14,5.75,14,7.5,,,,14,15.25,,,2,3.25,,,Rock
SVG,09/01/2004,"RLP 2030A",,,,,,,,14,,,,,,,22,22.75,,,26.5,,,,
SVG,09/01/2004,"Plant",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/01/2004,,RLP,1930B,91,H-10,,,,14,5.25,14,8.75,,,,31.5,32.75,,,1.5,3.75,,,Long bone frag
SVG,09/01/2004,,RLP,2030B,91,H-10,,,,14,5.5,14,6.5,,,,30.25,31.5,,,35.25,1,,,Ident bone frag
SVG,09/01/2004,"c/b SMC 9/7/07",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/01/2004,,RLP,2030A,91,H-10,,,,14,6.5,14,7,,,,32,33.25,,,25.5,.5,,,Bone Fragment
SVG,09/01/2004,,RLP,2030A,91,H-10,,,,14,6,14,7.5,,,,4.5,6.25,,,2,4.25,,,Rock.
SVG,09/01/2004,,RLP,2030A,91,H-10,,,,14,5.25,14,7,,,,6,7.25,,,9.5,11,,,Rock
SVG,09/01/2004,,RLP,2030A,91,H-10,,,,14,6.5,14,7.25,,,,7.25,8.5,,,11,12,,,Rock
SVG,09/01/2004,,RLP,1848A,91,I-8,Px,Dt,FC,14,,,.25,14,9.75,,,.5,.75,,,.5,25.25,,Smilodon femur
SVG,09/01/2004,,RLP,2048A,91,I-8,,,,14,9.5,14,10.25,,,,28.5,30.25,,,3,4,,,Bone Fragments
SVG,09/01/2004,,RLP,1948A,91,I-8,,,,14,1,14,1.75,,,,27,30,,,19.25,21.5,,,Bone Fragments
SVG,09/01/2004,,RLP,1948A,91,I-8,Px,Dt,Tub,14,3,14,2,14,4.25,,,.75,35.75,,,.5,10.5,,Smilodon rib
KEV,09/01/2004,"Here @ 8 w/SG",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/01/2004,"Volunteer Carol Genovese here @ 9am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/01/2004,"Tara Thara here @ 12:00pm.",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/01/2004,,RLP,1948A,91,I-8,Px,Dt,Tub,14,6,14,,14,6.5,,2,,2.25,,,.75,10.5,,Smilodon rib
KEV,09/01/2004,,RLP,1858A,91,J-8,,,,13,10.75,13,11,,,,0,.75,,,18,18.5,,,Bone frags
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,,14,6,,,,24,30,,,6,12,,,dermal ossicles
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,13,11.5,14,11.5,,,,35.25,.5,,,20,20.75,,,Bone frag
KEV,09/01/2004,,RLP,1848A,91,I-8,,,,13,11,14,,,,P to A,31.75,33.25,,,20,21,,,Anterior vert epiph
KEV,09/01/2004,,RLP,1848A,91,I-8,,,,13,10,14,,,,,33,35.5,,,18.75,20,,,Bone Surface Mass
KEV,09/01/2004,,RLP,2058A,91,J-8,,,,14,11.5,14,11.75,,,,7,7.5,,,31.5,32,,,Bone frags
KEV,09/01/2004,,RLP,2058A,91,J-8,CP,GF,D,14,,,.75,14,8.75,,.75,.5,4,,31,31,31.5,,C. dirus (dist end) scapula
KEV,09/01/2004,,RLP,2058A,91,J-8,,,,14,8,14,9,,,,3.5,4.75,,,19,20.75,,,Bone frags (ident)
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,,14,6,,,,30,36,,,18,24,,,dermal ossicles
KEV,09/01/2004,,RLP,2058A,91,J-8,,,,14,6.5,14,7,,,,2,2.5,,,18,18.5,,,Bone frags
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,13,11,14,1.75,,,,32.5,35.25,,,21.75,23.25,,,Smilodon skull frag supraoccipital
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,13,11.75,14,.25,,,,32,33,,,19.75,20.25,,,Bone surface Mass
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,1,14,2,,,D to V,32.75,34,,,20.75,21.5,,,Anterior vert epiphysis
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,1,14,1.5,,,D to V,34.5,35.25,,,21,21.75,,,Sesamoid
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,1,14,1.5,,,,33.5,34,,,20,21,,,Bone Mass
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,2,14,3,,,,35,35.5,,,20.25,21.5,,,Equus incisor
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,3.5,14,4,,,,34.5,35,,,21,21.75,,,Ident bone
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,1.5,14,2,,,,33,33.5,,,20.25,20.75,,,Bone frag
KEV,09/01/2004,,RLP,1948A,91,I-8,Px,Dt,Sus,14,1,14,,14,.75,,,.75,29,,,.75,21,,Smilodon calcaneum (Rt)
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,,14,1,,,A to P,32.75,33.25,,,,21.5,,,Smilodon phalanx
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,.5,14,1.5,,,,30.5,31,,,20,20.75,,,Ident bone
KEV,09/01/2004,,RLP,1858A,91,J-8,,,,13,10.5,13,11.5,,,,35.5,1,,,17,19,,,Bone frag
KEV,09/01/2004,,RLP,2048A,91,I-8,,,,14,6.75,14,7.25,,,,31,31.5,,,6,6.75,,,Bone frag
KEV,09/01/2004,,RLP,2048A,91,I-8,,,,14,10,14,10.25,,,,28.5,29,,,3,4,,,Small mammal tibia
KEV,09/01/2004,,RLP,2048A,91,I-8,,,,14,,14,7.5,,,,28.5,29,,,8.25,8.75,,,Bone frag
KEV,09/01/2004,,RLP,2048A,91,I-8,,,,14,7,14,7.75,,,,31.5,32,,,9,9.5,,,Sesamoid
KEV,09/01/2004,,RLP,1948A,91,I-8,Px,Dt,Tub,14,,,.5,14,1.25,,,.5,33,,,.5,10.75,,C. dirus rib
KEV,09/01/2004,,RLP,1948A,91,I-8,,,,14,1.75,14,2,,,,31,32,,,10.75,11.5,,,Rib Bone frag
KEV,09/01/2004,"Jeremy Dunlap here @ 1:15pm.",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/01/2004,,RLP,2058A,91,J-8,Oc,AI,A,14,2,14,,13,11,,1,.5,2,,,.25,20.75,,Smilodon skull
KEV,09/01/2004,,RLP,2058A,91,J-8,OP,RtPOZ,LtPOZ,14,,,.5,14,5,,34,,2.5,,,.75,20.75,,Smilodon axis
SVG,09/02/2004,,,,,,,,,,,,,,,,,,,,,,,,
SVG,09/02/2004,,RLP,2058A,91,J-8,,,,14,9,14,9.5,,,,2.5,4,,,30.5,31.25,,,Smilodon tooth
SVG,09/02/2004,"As usual Kristen Vowels and I were done glopping by 9:00am.  But Judy Shaffer the eager beaver that she is came at 8:30 to help us out.  Gene Moore arrived at 9:00 with treats for the 3:00 break.  Kristen and I realized that we had numbered everything from H-10 incorrectly so we have begun to fix buckets the rest will have to be fixed later.  Yeah!",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/02/2004,,RLP,2058A,91,J-8,,,,14,10,14,10.5,,,,2.75,3.25,,,32,32.75,,,Bone Fragment
SVG,09/02/2004,,RLP,2058A,91,J-8,,,,14,9,14,9.25,,,,.5,.75,,,29.5,30,,,Bone Fragment
SVG,09/02/2004,,RLP,1848A,91,I-8,,,,13,10.25,13,10.5,,,,34,35,,,17,17.75,,,Smilodon tooth
SVG,09/02/2004,,RLP,1930A,91,H-10,,,,14,4,14,4.75,,,,0,1.5,,,33.5,35,,,Rock
SVG,09/02/2004,,RLP,1930A,91,H-10,,,,14,5,14,6.25,,,,10.75,12,,,32.25,34,,,Rock
SVG,09/02/2004,,RLP,1930A,91,H-10,,,,14,7.25,14,7.5,,,,21,22,,,3.25,3.5,,,Aves distal femur frag
SVG,09/02/2004,,RLP,1848A,91,I-8,,,,13,10.5,,,,,,35.25,35.75,,,17,17.5,,,Smilodon jaw & tooth frag.
SVG,09/02/2004,,RLP,1948A,91,I-8,,,,13,10.25,13,10.5,,,,33.75,35.5,,,16.5,17.75,,,Bone Fragment
SVG,09/02/2004,,RLP,1948A,91,I-8,,,,14,.25,14,1.5,,,,31,33.5,,,22.5,23.25,,,Smilodon tooth
SVG,09/02/2004,,RLP,2030A,91,H-10,,,,14,8,14,8.75,,,,19.75,20.5,,,11,12,,,Rock
SVG,09/02/2004,,RLP,2030A,91,H-10,,,,14,8.75,14,9.25,,,,22,22.5,,,8.5,9,,,Ident bone frag.
SVG,09/02/2004,,RLP,2030A,91,H-10,,,,14,9,14,9.25,,,,29,29.25,,,2,3.25,,,Aves pygostyle
SVG,09/02/2004,,RLP,1948A,91,I-8,,,,14,1.5,14,2.25,,,,34,,,,19.25,20.5,,,C. dirus scapholunar
SVG,09/02/2004,,RLP,1948A,91,I-8,,,,14,.75,14,1.5,,,,33.75,34.25,,,19.5,20.25,,,Bone Fragment
SVG,09/02/2004,,RLP,1948A,91,I-8,,,,14,1.5,14,2,,,,32.5,33.75,,,21,22,,,Bone Fragment
SVG,09/02/2004,,RLP,2030A,91,H-10,,,,14,9,14,10,,,,21,22.75,,,21,23,,,Bone Frag
SVG,09/02/2004,,RLP,2030A,91,H-10,,,,14,10,14,11,,,,27,28,,,14,15,,,Rock
SVG,09/02/2004,,RLP,2030A,91,H-10,,,,14,6.5,14,7.25,,,,19,20,,,34,35,,,Rock
SVG,09/02/2004,,RLP,2030A,91,H-10,,,,14,10,14,10.5,,,,16.5,17,,,18,19,,,Rock
SVG,09/02/2004,,RLP,1930A,91,H-10,,,,14,1,14,2,,,,30.25,31.25,,,22.5,23.75,,,Bone Fragment
SVG,09/02/2004,,RLP,1948A,91,I-8,LtTP,RtTP,NS,14,,,.5,14,11.5,,32,,1,,21,18,22.25,,Glossotherium vertebrae
SVG,09/02/2004,,RLP,2030A,91,H-10,,,,14,8,14,8.25,,,,31,31.5,,,22,22.5,,,Bone Frag
SVG,09/02/2004,,RLP,2030A,91,H-10,,,,14,7,14,7.25,,,,31,32.5,,,19.5,20.5,,,Plant
SVG,09/02/2004,,RLP,2030A,91,H-10,,,,14,6,15,,,,,24,30,,,0,6,,,dermal ossicles
SVG,09/02/2004,,RLP,2158A,91,J-8,,,,14,11,15,1.75,,,,35,2,,,35.5,2.5,,,large herbivore rib frag
SVG,09/02/2004,,RLP,2057A,91,J-7,LtTP,RtTP,NS,14,,,.75,14,9,,0,,3.75,,,.5,834.25,,Glosso vertebrae
SVG,09/02/2004,,RLP,1848A,91,I-8,,,,13,5.5,13,10,,,,29,32,,,14,17,,,rib frag
SVG,09/02/2004,,RLP,1848A,91,I-8,,,,13,5.5,13,8,,,,29,29.5,,,15.25,16,,,Rib frag on surface
SVG,09/02/2004,,RLP,1848A,91,I-8,,,,13,9,13,9.5,,,,32,33,,,13.5,15.75,,,Bone Fragment
SVG,09/02/2004,,RLP,1848A,91,I-8,,,,13,9.5,13,11,,,,32,35,,,15,18.25,,,Surface Bone mass
KEV,09/02/2004,"Here at 8 w/SG/",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/02/2004,"Jean Moore here at 9am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/02/2004,"Judy Scharf here @ 8:30am.",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/02/2004,"JM & JS in H-10/",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/02/2004,"Speaking of H-10.  We (S.G. and myself) thought it should be 1940 & 2040 it only made sense, why would one backtrack to 1930 & 2030?",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/02/2004,"Anyway, we checked and it should be 1930 & 2030.",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/02/2004,"We changed the matrix buckets to the correct numbers.",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/02/2004,"We’ll have to change our notes and data cards.",,,,,,,,,,,,,,,,,,,,,,,
KEV,09/02/2004,,RLP,1948A,91,I-8,Px,Dt,Tub,14,4,14,2,14,4.25,,,.5,33,,11,,11.5,,Smilodon rib
KEV,09/02/2004,,RLP,1948A,91,I-8,Px,Dt,Tub,14,4,14,2,14,5,,,.25,35,,12,11,11.25,,Smilodon rib
KEV,09/02/2004,,RLP,1948A,91,I-8,Px,Dt,Tub,14,2,14,,14,4,,,.25,35.5,,,.75,12.5,,Smilodon rib
KEV,09/02/2004,,RLP,1948A,91,I-8,,,,14,4.5,14,5.5,,,,32.5,35.5,,,10.5,11.5,,,Sloth frags
KEV,09/02/2004,,RLP,2048A,91,I-8,,,,14,6,14,6.5,,,P to A,32.25,33,,,11,12,,,Posterior vert epiph
KEV,09/02/2004,,RLP,2048A,91,I-8,,,,14,6.5,14,6.75,,,,30.5,31.25,,,10,10.75,,,Bone frags
KEV,09/02/2004,,RLP,2048A,91,I-8,,,,14,6.5,14,7,,,,35,36,,,10,10.75,,,Bone frags
KEV,09/02/2004,,RLP,1948A,91,I-8,,,,14,3,14,6,,,,33.5,.5,,,12,14,,,C. dirus bacculum
KEV,09/02/2004,,RLP,2048A,91,I-8,,,,14,6.25,14,6.5,,,,34.25,,,,10.25,10.5,,,C. dirus
KEV,09/02/2004,,RLP,2048A,91,I-8,,,,14,6,14,6.5,,,,29,29.5,,,11,11.25,,,C. dirus phalanx
KEV,09/02/2004,,RLP,1948A,91,I-8,,,,14,2.5,14,3.5,,,,27,27.5,,,10.25,10.75,,,Smilodon phalanx
KEV,09/02/2004,,RLP,1948A,91,I-8,,,,14,2,14,2.75,,,V to D,25.5,25.75,,,9.5,10.25,,,Posterior vert epiphysis
KEV,09/02/2004,,RLP,1948A,91,I-8,,,,14,1,14,3,,,,19,20,,,.5,.75,,,juvenile C. dirus metapodial
KEV,09/02/2004,,RLP,1948A,91,I-8,,,,14,1.25,14,1.75,,,,23,23.75,,,2.25,2.75,,,C. dirus terminal phalanx
KEV,09/02/2004,,RLP,1947A,91,I-7,NS,RtTP,LtTP,14,5,14,,14,4,,19,,20,,.5,,33.5,,Smilodon seventh lumbar
KEV,09/02/2004,,RLP,1948A,91,I-8,,,,14,4.5,14,4.75,,,,30.5,32,,,1112,12.25,,,Sloth bone frag
KEV,09/02/2004,,RLP,1948A,91,I-8,,,,14,2.5,14,2.75,,,,33.25,34,,,12.5,13,,,Sloth bone frag
KEV,09/02/2004,,RLP,2048A,91,I-8,Px,Dt,Tub,14,,,.75,14,7,,32,35,31,,,.25,6.75,,Smilodon rib
KEV,09/02/2004,,RLP,2048A,91,I-8,,,,14,8,14,8.5,,,,31.25,32,,,5.75,6.75,,,Smilodon terminal phalanx
KEV,09/02/2004,,RLP,2048A,91,I-8,A,P,M1,14,,,.5,14,6,,,.25,22.5,,.75,,7.5,,Smilodon lower left jaw frag
KEV,09/02/2004,,RLP,2048A,91,I-8,,,,14,10,14,10.25,,,,30.25,30.75,,,35.25,2.5,,,Rib frag
KEV,09/02/2004,,RLP,2048A,91,I-8,Px,Dt,Tub,14,7,14,7,14,7,,,.5,1.75,,,.75,10.75,,F. Atrox? rib
KEV,09/02/2004,,RLP,1948A,91,I-8,,,,14,3,14,6,,,,33,35,,,9.25,14.75,,,F. atrox rib (dist end) frag
KEV,09/02/2004,,RLP,1948A,91,I-8,,,,14,4.5,14,5,,,A to P,32,33.25,,,12.5,13.5,,,Anterior vert epiphysis
KEV,09/02/2004,,RLP,1948A,91,I-8,Dt,LEP,MEP,14,9,15,,14,9.5,,32.5,8,6,,,.5,7,,Smilodon (Rt) humerus
KEV,09/02/2004,,RLP,2058A,91,J-8,NS,RtTP,LtTP,15,1,14,10,14,11.25,,2,,4,,1,3,35,,Glossotherium vert
KEV,09/02/2004,,RLP,2057A,91,J-7,,,,14,11,15,,,,,2,2.5,,,31.5,.25,,,C. dirus rib frag
KEV,09/02/2004,,RLP,2047A,91,I-7,Px,Dt,PT,14,11,14,,14,11.25,,35,32,34.75,,.75,0,.5,,Smilodon metapodial
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,8.5,14,8.75,,,,25.25,26,,,24.5,27.25,,,Wood
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,8,14,10,,,,28,29.5,,,17.5,19.5,,,Rock
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,7,14,9,,,,29,31,,,0,2,,,Bone frags
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,7,14,7.25,,,,34,34.5,,,10,10.5,,,Bone frag
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,9,14,9.25,,,,32.5,32.75,,,5,6,,,Bone frag
KEV,09/02/2004,,RLP,2047A,91,I-7,,,,14,11.25,15,.5,,,,34.25,36,,,22,33.5,,,Sloth sesamoid
KEV,09/02/2004,,RLP,2047A,91,I-7,Dt,Px,Tub,14,11,14,,14,10,,,.5,29.5,,,.75,34,,Glossotherium rib
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,9,14,9.25,,,,32.25,33,,,3,4,,,Aves caudal vert
KEV,09/02/2004,,RLP,2030A,91,H-10,Px,Dt,Tub,14,9,14,,14,9,,,.5,33,,6,2,5.75,,C. dirus rib
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,6.25,14,11,,,,31.5,33.5,,,.5,3,,,C. dirus (dist end) radius
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,8.5,14,9.75,,,,31.5,32.5,,,2.5,3.5,,,Rock
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,10,14,11,,,,32,32.5,,,26,27.25,,,Rock
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,10,14,11,,,,24.5,26,,,26,27,,,Rock
KEV,09/02/2004,,RLP,2030A,91,H-10,,,,14,9.5,14,11,,,,23,24,,,24,25.5,,,Rock
SVG,09/03/2004,"We did a miserable job glopping today.  I’m not gfeeling so well.  Norah Boch came at 10:00.",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/03/2004,,RLP,2030A,91,H-10,,,,14,10,14,10.5,,,,29,29.5,,,.5,1,,,Bone Frags
SVG,09/03/2004,,RLP,2030A,91,H-10,,,,14,9.5,14,10,,,,32.25,33.25,,,3.5,4,,,Aves terminal phalanx
SVG,09/03/2004,,RLP,2030A,91,H-10,,,,14,6.5,14,7,,,,34.5,35,,,3,4,,,Rock
SVG,09/03/2004,,RLP,2030A,91,H-10,,,,14,7.25,14,9.25,,,,32.25,34.25,,,.25,2,,,Smilodon astragalus
SVG,09/03/2004,,RLP,2030A,91,H-10,NS,PC,AC,14,,,.5,14,8.5,,,.75,32.5,,2,,2,,Broken vertebrae
SVG,09/03/2004,,RLP,2030A,91,H-10,,,,14,6,14,6.75,,,,34,35,,,1,1.75,,,Ident frag
SVG,09/03/2004,,RLP,2030A,91,H-10,,,,14,7,14,8.5,,,,34,35,,,2,3.25,,,Rock
SVG,09/03/2004,,RLP,2039A,91,H-9,A,P,M1,14,,,.75,13,9.25,,,.5,30,,32,.25,36,,C. dirus skull
SVG,09/03/2004,,RLP,2030A,91,H-10,,,,14,6,14,6.5,,,,33,33.25,,,0,1,,,Bone Frag
SVG,09/03/2004,,RLP,2030A,91,H-10,Px,Dt,FC,15,,,.5,15,.5,,.5,35,.5,,.75,0,.5,,Small Mammal Femur
SVG,09/03/2004,,RLP,2030A,91,H-10,Px,Dt,Blade,14,,,.75,14,11,,32,,32.75,,36,.75,.25,,Aves first phalanx 2nd digit
SVG,09/03/2004,,RLP,2058A,91,J-80,,,,14,10,15,.5,,,,1,2.5,,,3,4.25,,,Smilodon terminal phalanx
SVG,09/03/2004,,RLP,2048A,91,I-8,,,,14,1.75,14,11.25,,,,31.75,32.25,,,1.25,2,,,Rodent humerus juvenile
SVG,09/03/2004,,RLP,2030A,91,H-10,,,,14,8.5,14,11,,,,29.5,32,,,21.5,24,,,Rock.
SVG,09/03/2004,"The pictures taken to today of H-10",,,,,,,,,,,,,,,,,,,,,,,
SVG,09/03/2004,,RLP,1948A,91,I-8,,,,14,11.75,,,,,,32,32.75,,,0,.5,,,Bone Frags
SVG,09/03/2004,,RLP,1947A,91,I-7,,,,14,11.25,,,,,,32.25,33,,,35.25,36,,,C. dirus phalanx
SVG,09/03/2004,,RLP,2048A,91,I-8,,,,14,8,14,8.5,,,,30.75,31.25,,,6.5,7.75,,,Bone Frag
SVG,09/03/2004,,RLP,1948A,91,I-8,,,,14,11,15,.25,,,,31,32,,,0,1,,,centrum epiph
SVG,09/03/2004,,RLP,2048A,91,I-8,,,,14,6.5,14,7.5,,,,28,29,,,11,,,,Ident Bone Frag
SVG,09/03/2004,,RLP,2048A,91,I-8,,,,14,7,14,8,,,,29.25,30,,,10.75,11.5,,,Bone Frag
SVG,09/03/2004,,RLP,2048A,91,I-8,,,,14,10.5,,,,,,27.5,27.75,,,.25,.5,,,Sesamoid
SVG,09/03/2004,,RLP,2047A,91,I-7,,,,14,10,14,11,,,,29.25,29.75,,,35.5,36,,,Smilodon metapodial epiph distal
SVG,09/03/2004,,RLP,2048A,91,I-8,,,,14,10.75,,,,,,28.25,28.75,,,2,,,,Aves humerus
SVG,09/03/2004,,RLP,2048A,91,I-8,,,,14,10.25,,,,,,29.5,30,,,6,6.5,,,Bone Frag
SVG,09/03/2004,,RLP,1848A,91,I-8,LtTP,RtTP,NS,13,,,.5,14,1,,,.25,32,,,.75,29.25,,Smilodon thoracic vertebrae
